relation	entity1	entity2	arg1	arg2	path
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-office->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-office<-pobj<-at<-prep<-president->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_1241]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-office<-pobj<-at<-prep<-director->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	appos|->appos->unit->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-unit->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_1241]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-office<-pobj<-to<-prep<-award->dobj->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-of<-prep<-office<-dobj<-join->dobj->part->prep->of->pobj->|pobj
rel_325	Ent[ent_649]	Ent[ent_880]	DDB Worldwide	Omnicom Group	pobj|<-pobj<-at<-prep<-president->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	appos|->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	appos|->appos->unit->prep->of->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	nn|<-nn<-unit->prep->of->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	partmod|->partmod->own->prep->by->pobj->|pobj
rel_68	Ent[ent_869]	Ent[ent_1241]	Goodby	Omnicom Group	rcmod|->rcmod->own->prep->by->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	appos|<-appos<-agency->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	pobj|<-pobj<-like<-prep<-own->prep->by->pobj->|pobj
rel_91	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	nn|<-nn<-agency->partmod->own->prep->by->pobj->|pobj
rel_91	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	appos|->appos->shop->partmod->own->prep->by->pobj->|pobj
rel_91	Ent[ent_869]	Ent[ent_880]	Goodby	Omnicom Group	appos|->appos->agency->nn->|nn
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	nn|<-nn<-unit->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	appos|->appos->part->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	nn|<-nn<-division->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	appos|->appos->unit->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	partmod|->partmod->own->prep->by->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	rcmod|->rcmod->part->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	nn|<-nn<-network->prep->of->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	rcmod|->rcmod->own->prep->by->pobj->|pobj
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	poss|<-poss<-unit<-pobj<-at<-prep<-chairman<-pobj<-to<-prep<-promote->dobj->speculation->nn->|nn
rel_80	Ent[ent_665]	Ent[ent_1120]	Euro RSCG Worldwide	Havas	poss|<-poss<-unit->nn->|nn
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	appos|->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-pobj<-at<-prep<-president->appos->part->prep->of->pobj->|pobj
rel_256	Ent[ent_426]	Ent[ent_813]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	nsubj|<-nsubj<-part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-team->appos->part->prep->of->pobj->|pobj
rel_180	Ent[ent_426]	Ent[ent_25]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-pobj<-to<-prep<-be->attr->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-pobj<-at<-prep<-have->dep->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-pobj<-at<-prep<-director->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-dobj<-narrow<-rcmod<-review->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_426]	Ent[ent_668]	Arnold Worldwide	Arnold Worldwide Partners division	pobj|<-pobj<-of<-prep<-office<-appos<-agency<-nsubj<-part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	appos|->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	nn|<-nn<-unit->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	pobj|<-pobj<-of<-prep<-office->appos->part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	appos|->appos->part->prep->of->pobj->unit->nn->|nn
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	appos|->appos->division->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	rcmod|->rcmod->part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	pobj|<-pobj<-with<-prep<-relationship<-dobj<-expand->dobj->part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	pobj|<-pobj<-of<-prep<-unit<-pobj<-at<-prep<-creative<-amod<-part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	pobj|<-pobj<-of<-prep<-office<-pobj<-to<-prep<-go->dobj->part->prep->of->pobj->|pobj
rel_325	Ent[ent_1121]	Ent[ent_425]	Grey Worldwide	Grey Global Group	pobj|<-pobj<-of<-prep<-office<-pobj<-of<-prep<-partner->appos->part->prep->of->pobj->|pobj
rel_20	Ent[ent_1231]	Ent[ent_1263]	Clinton	New York	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_20	Ent[ent_1231]	Ent[ent_1263]	Clinton	New York	poss|<-poss<-campaign->prep->in->pobj->|pobj
rel_20	Ent[ent_1231]	Ent[ent_1263]	Clinton	New York	appos|->appos->senator->prep->from->pobj->|pobj
rel_8	Ent[ent_828]	Ent[ent_843]	Clinton	New York	poss|<-poss<-campaign->nn->|nn
rel_179	Ent[ent_828]	Ent[ent_1263]	Clinton	New York	nsubj|<-nsubj<-be->prep->in->pobj->|pobj
rel_20	Ent[ent_1231]	Ent[ent_1263]	Clinton	New York	poss|<-poss<-visit->prep->to->pobj->|pobj
rel_8	Ent[ent_828]	Ent[ent_843]	Clinton	New York	poss|<-poss<-trip->prep->to->pobj->|pobj
rel_8	Ent[ent_828]	Ent[ent_843]	Clinton	New York	nsubj|<-nsubj<-fly->prep->to->pobj->|pobj
rel_8	Ent[ent_828]	Ent[ent_843]	Clinton	New York	nsubj|<-nsubj<-senator->prep->from->pobj->|pobj
rel_20	Ent[ent_1231]	Ent[ent_1263]	Clinton	New York	appos|->appos->senator->poss->|poss
rel_41	Ent[ent_1099]	Ent[ent_1280]	Born	United States	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_41	Ent[ent_1099]	Ent[ent_1280]	Born	United States	nsubj|<-nsubj<-live->prep->in->pobj->|pobj
rel_213	Ent[ent_667]	Ent[ent_537]	Born	United States	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_213	Ent[ent_667]	Ent[ent_537]	Born	United States	prep|->prep->in->pobj->town->dep->bring->prep->to->pobj->|pobj
rel_213	Ent[ent_667]	Ent[ent_537]	Born	United States	nsubj|<-nsubj<-emigrate->prep->to->pobj->|pobj
rel_213	Ent[ent_667]	Ent[ent_537]	Born	United States	dep|->dep->immigrate->prep->to->pobj->|pobj
rel_34	Ent[ent_1099]	Ent[ent_1237]	Born	United States	dep|->dep->come->prep->to->pobj->|pobj
rel_213	Ent[ent_667]	Ent[ent_537]	Born	United States	rcmod|->rcmod->immigrate->prep->to->pobj->|pobj
rel_80	Ent[ent_667]	Ent[ent_1205]	Born	United States	prep|<-prep<-follow->dobj->father->prep->to->pobj->|pobj
rel_338	Ent[ent_1099]	Ent[ent_1277]	Born	United States	prep|<-prep<-come->prep->to->pobj->|pobj
rel_283	Ent[ent_1122]	Ent[ent_1237]	Salvadorans	United States	partmod|->partmod->live->prep->in->pobj->|pobj
rel_317	Ent[ent_758]	Ent[ent_1205]	Salvadorans	United States	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_112	Ent[ent_1122]	Ent[ent_1205]	Salvadorans	United States	nsubj|<-nsubj<-remain->prep->in->pobj->|pobj
rel_77	Ent[ent_1122]	Ent[ent_1278]	Salvadorans	United States	nsubj|<-nsubj<-live->prep->in->pobj->|pobj
rel_192	Ent[ent_1122]	Ent[ent_1277]	Salvadorans	United States	rcmod|->rcmod->enter->dobj->|dobj
rel_192	Ent[ent_1122]	Ent[ent_1277]	Salvadorans	United States	rcmod|->rcmod->work->prep->in->pobj->|pobj
rel_77	Ent[ent_1122]	Ent[ent_1278]	Salvadorans	United States	rcmod|->rcmod->live->prep->in->pobj->|pobj
rel_283	Ent[ent_1122]	Ent[ent_1237]	Salvadorans	United States	partmod|->partmod->return->prep->from->pobj->|pobj
rel_192	Ent[ent_1122]	Ent[ent_1277]	Salvadorans	United States	partmod|->partmod->charge->prep->with->pobj->involvement->prep->in->pobj->killing->prep->of->pobj->marine->nn->|nn
rel_192	Ent[ent_1122]	Ent[ent_1277]	Salvadorans	United States	nsubj|<-nsubj<-go->prep->to->pobj->|pobj
rel_41	Ent[ent_827]	Ent[ent_162]	Mr. Clinton	New York	poss|<-poss<-campaign->nn->|nn
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_41	Ent[ent_827]	Ent[ent_162]	Mr. Clinton	New York	poss|<-poss<-campaign->prep->in->pobj->|pobj
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	nsubj|<-nsubj<-tell->dobj->audience->nn->|nn
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	nsubj|<-nsubj<-speak->prep->at->pobj->|pobj
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	nsubj|<-nsubj<-be->prep->in->pobj->|pobj
rel_41	Ent[ent_827]	Ent[ent_162]	Mr. Clinton	New York	poss|<-poss<-trip->prep->to->pobj->|pobj
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	poss|<-poss<-office->nn->|nn
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	poss|<-poss<-appearance->prep->in->pobj->|pobj
rel_298	Ent[ent_827]	Ent[ent_843]	Mr. Clinton	New York	nsubj|<-nsubj<-win->prep->in->pobj->|pobj
rel_185	Ent[ent_428]	Ent[ent_1205]	Cubans	United States	rcmod|->rcmod->come->prep->to->pobj->|pobj
rel_185	Ent[ent_428]	Ent[ent_1205]	Cubans	United States	dobj|<-dobj<-bring->prep->to->pobj->|pobj
rel_168	Ent[ent_428]	Ent[ent_537]	Cubans	United States	rcmod|->rcmod->arrive->prep->in->pobj->|pobj
rel_185	Ent[ent_428]	Ent[ent_1205]	Cubans	United States	nsubj|<-nsubj<-flee->prep->to->pobj->|pobj
rel_185	Ent[ent_428]	Ent[ent_1205]	Cubans	United States	partmod|->partmod->live->prep->in->pobj->|pobj
rel_55	Ent[ent_428]	Ent[ent_1278]	Cubans	United States	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_168	Ent[ent_428]	Ent[ent_537]	Cubans	United States	rcmod|->rcmod->flee->prep->to->pobj->|pobj
rel_185	Ent[ent_428]	Ent[ent_1205]	Cubans	United States	rcmod|->rcmod->enter->dobj->|dobj
rel_219	Ent[ent_428]	Ent[ent_1237]	Cubans	United States	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
rel_55	Ent[ent_428]	Ent[ent_1278]	Cubans	United States	nsubj|<-nsubj<-arrive->prep->in->pobj->|pobj
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	nsubj|<-nsubj<-arrive->prep->in->pobj->|pobj
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	poss|<-poss<-conference->prep->in->pobj->|pobj
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	pobj|<-pobj<-with<-prep<-movement<-pobj<-to<-prep<-discuss->prep->at->pobj->meeting->prep->in->pobj->|pobj
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	pobj|<-pobj<-with<-prep<-meet->prep->in->pobj->|pobj
rel_20	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	pobj|<-pobj<-with<-prep<-meeting<-pobj<-at<-prep<-sign->prep->in->pobj->|pobj
rel_20	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	pobj|<-pobj<-for<-prep<-itinerary<-nsubj<-turn->prep->to->pobj->summit->prep->in->pobj->|pobj
rel_20	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	nsubj|<-nsubj<-visit->dobj->|dobj
rel_20	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	nsubj|<-nsubj<-stop->prep->on->pobj->home->prep->from->pobj->meeting->nn->|nn
rel_298	Ent[ent_1284]	Ent[ent_1002]	Mikhail S. Gorbachev	Washington	nsubj|<-nsubj<-prepare->prep->for->pobj->visit->prep->to->pobj->|pobj
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_290	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-appear->prep->on->pobj->|pobj
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	pobj|<-pobj<-of<-prep<-casting->prep->as->pobj->engineer->prep->in->pobj->production->nn->|nn
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-return->prep->to->pobj->|pobj
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-re-create->dobj->role->prep->on->pobj->|pobj
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-re-create->dobj->portrayal->prep->in->pobj->version->nn->|nn
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nsubj|<-nsubj<-go->prep->to->pobj->|pobj
rel_290	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	nn|<-nn<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_1123]	Ent[ent_427]	Jonathan Pryce	Broadway	dobj|<-dobj<-bring->prep->to->pobj->|pobj
rel_361	Ent[ent_669]	Ent[ent_1124]	Americans	Europe	partmod|->partmod->travel->prep->in->pobj->|pobj
rel_380	Ent[ent_669]	Ent[ent_751]	Americans	Europe	nsubj|<-nsubj<-visit->dobj->|dobj
rel_361	Ent[ent_669]	Ent[ent_1124]	Americans	Europe	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_361	Ent[ent_669]	Ent[ent_1124]	Americans	Europe	prep|->prep->of->pobj->descent->amod->|amod
rel_380	Ent[ent_669]	Ent[ent_751]	Americans	Europe	nsubj|<-nsubj<-go->prep->to->pobj->|pobj
rel_361	Ent[ent_669]	Ent[ent_1124]	Americans	Europe	partmod|->partmod->travel->prep->to->pobj->|pobj
rel_84	Ent[ent_1234]	Ent[ent_751]	Americans	Europe	partmod|->partmod->live->prep->in->pobj->|pobj
rel_380	Ent[ent_669]	Ent[ent_751]	Americans	Europe	partmod|->partmod->visit->dobj->|dobj
rel_37	Ent[ent_1234]	Ent[ent_1124]	Americans	Europe	nsubj|<-nsubj<-travel->prep->to->pobj->|pobj
rel_122	Ent[ent_1234]	Ent[ent_989]	Americans	Europe	rcmod|->rcmod->travel->prep->to->pobj->|pobj
rel_20	Ent[ent_195]	Ent[ent_1002]	Reagan	Washington	nsubj|<-nsubj<-meet->prep->in->pobj->|pobj
rel_20	Ent[ent_195]	Ent[ent_1002]	Reagan	Washington	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_298	Ent[ent_195]	Ent[ent_930]	Reagan	Washington	poss|<-poss<-conference<-pobj<-of<-prep<-transcript->prep->in->pobj->|pobj
rel_232	Ent[ent_195]	Ent[ent_239]	Reagan	Washington	nsubj|<-nsubj<-arrive->prep->in->pobj->|pobj
rel_232	Ent[ent_195]	Ent[ent_239]	Reagan	Washington	nsubj|<-nsubj<-return->prep->to->pobj->|pobj
rel_379	Ent[ent_1221]	Ent[ent_1002]	Reagan	Washington	dobj|<-dobj<-meet->prep->in->pobj->|pobj
rel_379	Ent[ent_1221]	Ent[ent_1002]	Reagan	Washington	prep|->prep->outside->pobj->hotel->nn->|nn
rel_379	Ent[ent_1221]	Ent[ent_1002]	Reagan	Washington	poss|<-poss<-state->amod->funeral->prep->in->pobj->|pobj
rel_298	Ent[ent_195]	Ent[ent_930]	Reagan	Washington	nsubj|<-nsubj<-leave->dobj->|dobj
rel_379	Ent[ent_1221]	Ent[ent_1002]	Reagan	Washington	nsubj|<-nsubj<-bring->prep->to->pobj->|pobj
rel_55	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	dobj|<-dobj<-bring->prep->to->pobj->|pobj
rel_55	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	nsubj|<-nsubj<-come->prep->to->pobj->|pobj
rel_244	Ent[ent_1125]	Ent[ent_1244]	Olympics	New York	dobj|<-dobj<-lure->prep->to->pobj->|pobj
rel_55	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	dobj|<-dobj<-have->prep->in->pobj->|pobj
rel_244	Ent[ent_1125]	Ent[ent_1244]	Olympics	New York	dobj|<-dobj<-hold->prep->in->pobj->|pobj
rel_347	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	dobj|<-dobj<-entice->prep->to->pobj->|pobj
rel_347	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	dobj|<-dobj<-win->prep->for->pobj->|pobj
rel_28	Ent[ent_1125]	Ent[ent_1263]	Olympics	New York	partmod|->partmod->come->prep->to->pobj->|pobj
rel_347	Ent[ent_1125]	Ent[ent_843]	Olympics	New York	nsubjpass|<-nsubjpass<-hold->prep->in->pobj->|pobj
rel_28	Ent[ent_1125]	Ent[ent_1263]	Olympics	New York	nsubj|<-nsubj<-mean->prep->for->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	nsubj|<-nsubj<-go->prep->to->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_820]	Soviet Jews	Israel	nsubj|<-nsubj<-emigrate->prep->to->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	nsubj|<-nsubj<-arrive->prep->in->pobj->|pobj
rel_323	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	pobj|<-pobj<-of<-prep<-immigration->prep->to->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	partmod|->partmod->emigrate->prep->to->pobj->|pobj
rel_190	Ent[ent_80]	Ent[ent_820]	Soviet Jews	Israel	dobj|<-dobj<-resettle->prep->in->pobj->|pobj
rel_190	Ent[ent_80]	Ent[ent_820]	Soviet Jews	Israel	pobj|<-pobj<-of<-prep<-influx->prep->to->pobj->|pobj
rel_190	Ent[ent_80]	Ent[ent_820]	Soviet Jews	Israel	pobj|<-pobj<-of<-prep<-flow->prep->to->pobj->|pobj
rel_298	Ent[ent_80]	Ent[ent_856]	Soviet Jews	Israel	rcmod|->rcmod->arrive->prep->in->pobj->|pobj
rel_144	Ent[ent_1078]	Ent[ent_429]	Raiders	Los Angeles	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	dobj|<-dobj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	poss|<-poss<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	nsubj|<-nsubj<-move->prep->from->pobj->|pobj
rel_364	Ent[ent_1078]	Ent[ent_1213]	Raiders	Los Angeles	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
rel_270	Ent[ent_684]	Ent[ent_429]	Raiders	Los Angeles	nsubj|<-nsubj<-play->prep->in->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	dobj|<-dobj<-play->prep->in->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	dobj|<-dobj<-move->prep->from->pobj->|pobj
rel_298	Ent[ent_884]	Ent[ent_1213]	Raiders	Los Angeles	nsubj|<-nsubj<-remain->prep->in->pobj->|pobj
rel_298	Ent[ent_576]	Ent[ent_429]	Raiders	Los Angeles	dobj|<-dobj<-keep->prep->in->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	dobj|<-dobj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	dobj|<-dobj<-take->prep->to->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	poss|<-poss<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
rel_298	Ent[ent_576]	Ent[ent_429]	Dodgers	Los Angeles	nsubj|<-nsubj<-depart->prep->for->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	dobj|<-dobj<-beat->prep->in->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	dobj|<-dobj<-play->prep->in->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	rcmod|->rcmod->pitch->prep->as->pobj->|pobj
rel_298	Ent[ent_647]	Ent[ent_1213]	Dodgers	Los Angeles	rcmod|->rcmod->break->prep->as->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	dobj|<-dobj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	rcmod|->rcmod->quiet->prep->in->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	pobj|<-pobj<-to<-prep<-loss->prep->in->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	dobj|<-dobj<-face->prep->in->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	pobj|<-pobj<-with<-prep<-meeting->prep->in->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	nsubj|<-nsubj<-play->prep->in->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	nsubj|<-nsubj<-bolt->prep->for->pobj->|pobj
rel_298	Ent[ent_1126]	Ent[ent_897]	Colts	Indianapolis	nsubj|<-nsubj<-beat->prep->in->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	dobj|<-dobj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	poss|<-poss<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	pobj|<-pobj<-of<-prep<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	dobj|<-dobj<-take->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	rcmod|->rcmod->replace->dobj->team->rcmod->move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	rcmod|->rcmod->move->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	nsubj|<-nsubj<-relocate->prep->to->pobj->|pobj
rel_298	Ent[ent_680]	Ent[ent_440]	Browns	Baltimore	dobj|<-dobj<-relocate->prep->to->pobj->|pobj
rel_298	Ent[ent_1004]	Ent[ent_682]	Yankees	New Jersey	dobj|<-dobj<-move->prep->to->pobj->|pobj
rel_298	Ent[ent_1004]	Ent[ent_682]	Yankees	New Jersey	nsubj|<-nsubj<-move->prep->to->pobj->|pobj
rel_107	Ent[ent_1239]	Ent[ent_682]	Yankees	New Jersey	dobj|<-dobj<-take->prep->to->pobj->|pobj
rel_107	Ent[ent_1239]	Ent[ent_682]	Yankees	New Jersey	nsubj|<-nsubj<-leave->prep->for->pobj->|pobj
